Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.04 1036984/1036984     std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_copy<std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node<short> const*, std::_Rb_tree_node<short>*, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [32]
[35]     1.6    0.00    0.04 1036984         std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_clone_node<std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node<short> const*, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [35]
                0.00    0.04 1036984/1489573     std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node::operator()<short const&>(short const&) const [27]
                0.00    0.00 1036984/17858553     std::_Rb_tree_node<short>::_M_valptr() const [36]
-----------------------------------------------
                0.00    0.00  668312/17858553     std::_Rb_tree_const_iterator<short>::operator*() const [73]
                0.00    0.00  841351/17858553     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_value(std::_Rb_tree_node_base const*) [72]
                0.00    0.00 1036984/17858553     std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_clone_node<std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node<short> const*, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [35]
                0.03    0.01 15311906/17858553     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_value(std::_Rb_tree_node<short> const*) [38]
[36]     1.5    0.03    0.01 17858553         std::_Rb_tree_node<short>::_M_valptr() const [36]
                0.01    0.00 17858553/17858553     __gnu_cxx::__aligned_membuf<short>::_M_ptr() const [51]
-----------------------------------------------
                0.01    0.00 1265344/9628710     Board::Merge(short, short) [68]
                0.01    0.00 1386546/9628710     Board::CheckSuisidePoint(short) [14]
                0.01    0.00 1590764/9628710     Board::RemoveChain(short) [18]
                0.02    0.00 5386056/9628710     Board::PlayMove(Move const&) [9]
[37]     1.5    0.04    0.00 9628710         Board::GetFather(short) [37]
-----------------------------------------------
                0.00    0.03 15311906/15311906     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_key(std::_Rb_tree_node<short> const*) [30]
[38]     1.3    0.00    0.03 15311906         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_value(std::_Rb_tree_node<short> const*) [38]
                0.03    0.01 15311906/17858553     std::_Rb_tree_node<short>::_M_valptr() const [36]
-----------------------------------------------
                0.02    0.01 1472827/1472827     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>, std::_Rb_tree_const_iterator<short>) [28]
[39]     1.2    0.02    0.01 1472827         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::erase[abi:cxx11](std::_Rb_tree_const_iterator<short>) [39]
                0.00    0.00 1472827/2956922     std::_Rb_tree_const_iterator<short>::_M_const_cast() const [47]
                0.01    0.00 1472827/23235544     std::_Rb_tree_const_iterator<short>::operator++() [22]
                0.00    0.00 1472827/1472827     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>) [229]
-----------------------------------------------
                0.00    0.03  208307/208307      Board::RemoveChain(short) [18]
[40]     1.2    0.00    0.03  208307         Board::ToEmpty(short) [40]
                0.00    0.03  416614/1184460     Board::Able(short, int) [20]
                0.00    0.00  416614/1707350     Board::RemoveEye(short, int) [69]
                0.00    0.00  208307/208822      BitSet::reset() [243]
-----------------------------------------------
                0.00    0.00  445140/16153257     std::_Rb_tree_iterator<short> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_<short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [44]
                0.00    0.00 1147023/16153257     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_upper_bound(std::_Rb_tree_node<short>*, std::_Rb_tree_node<short>*, short const&) [67]
                0.00    0.00 1155209/16153257     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_lower_bound(std::_Rb_tree_node<short>*, std::_Rb_tree_node<short>*, short const&) [66]
                0.00    0.00 2141170/16153257     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&) [34]
                0.02    0.00 11264715/16153257     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::equal_range(short const&) [15]
[41]     1.1    0.03    0.00 16153257         std::less<short>::operator()(short const&, short const&) const [41]
-----------------------------------------------
                0.00    0.03 1489573/1489573     void std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_construct_node<short const&>(std::_Rb_tree_node<short>*, short const&) [33]
[42]     1.1    0.00    0.03 1489573         decltype (_S_construct({parm#1}, {parm#2}, (forward<short const&>)({parm#3}))) std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::construct<short, short const&>(std::allocator<std::_Rb_tree_node<short> >&, short*, short const&) [42]
                0.01    0.02 1489573/1489573     std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::__construct_helper<short, short const&>::type>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_construct<short, short const&>(std::allocator<std::_Rb_tree_node<short> >&, short*, short const&) [43]
                0.00    0.00 1489573/9842616     short const& std::forward<short const&>(std::remove_reference<short const&>::type&) [45]
-----------------------------------------------
                0.01    0.02 1489573/1489573     decltype (_S_construct({parm#1}, {parm#2}, (forward<short const&>)({parm#3}))) std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::construct<short, short const&>(std::allocator<std::_Rb_tree_node<short> >&, short*, short const&) [42]
[43]     1.0    0.01    0.02 1489573         std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::__construct_helper<short, short const&>::type>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_construct<short, short const&>(std::allocator<std::_Rb_tree_node<short> >&, short*, short const&) [43]
                0.01    0.00 1489573/1489573     void __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::construct<short, short const&>(short*, short const&) [48]
                0.00    0.00 1489573/9842616     short const& std::forward<short const&>(std::remove_reference<short const&>::type&) [45]
-----------------------------------------------
                0.00    0.02  452589/452589      std::pair<std::_Rb_tree_iterator<short>, bool> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_unique<short const&>(short const&) [21]
[44]     0.8    0.00    0.02  452589         std::_Rb_tree_iterator<short> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_<short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [44]
                0.00    0.02  452589/1489573     std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node::operator()<short const&>(short const&) const [27]
                0.00    0.00  445140/841351      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_key(std::_Rb_tree_node_base const*) [71]
                0.00    0.00  452589/9842616     short const& std::forward<short const&>(std::remove_reference<short const&>::type&) [45]
                0.00    0.00  445140/16153257     std::less<short>::operator()(short const&, short const&) const [41]
                0.00    0.00  452589/8601821     std::_Rb_tree_iterator<short>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [64]
                0.00    0.00  445140/17051324     std::_Identity<short>::operator()(short const&) const [52]
                0.00    0.00  452589/2395747     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_end() [211]
-----------------------------------------------
                0.00    0.00  452589/9842616     std::_Rb_tree_iterator<short> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_<short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [44]
                0.00    0.00  452589/9842616     std::pair<std::_Rb_tree_iterator<short>, bool> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_unique<short const&>(short const&) [21]
                0.00    0.00 1489573/9842616     void __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::construct<short, short const&>(short*, short const&) [48]
                0.00    0.00 1489573/9842616     std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node::operator()<short const&>(short const&) const [27]
                0.00    0.00 1489573/9842616     std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::__construct_helper<short, short const&>::type>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_construct<short, short const&>(std::allocator<std::_Rb_tree_node<short> >&, short*, short const&) [43]
                0.00    0.00 1489573/9842616     decltype (_S_construct({parm#1}, {parm#2}, (forward<short const&>)({parm#3}))) std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::construct<short, short const&>(std::allocator<std::_Rb_tree_node<short> >&, short*, short const&) [42]
                0.00    0.00 1489573/9842616     std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_create_node<short const&>(short const&) [29]
                0.00    0.00 1489573/9842616     void std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_construct_node<short const&>(std::_Rb_tree_node<short>*, short const&) [33]
[45]     0.7    0.02    0.00 9842616         short const& std::forward<short const&>(std::remove_reference<short const&>::type&) [45]
-----------------------------------------------
                0.00    0.02  105701/105701      Board::CheckSuisidePoint(short) [14]
[46]     0.6    0.00    0.02  105701         Board::SetEye(short, int) [46]
                0.00    0.01  105701/1592174     Board::DisAble(short, int) [10]
                0.00    0.00  105701/1304624     BitSet::set(int) [230]
-----------------------------------------------
                0.00    0.00 1472827/2956922     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::erase[abi:cxx11](std::_Rb_tree_const_iterator<short>) [39]
                0.01    0.00 1484095/2956922     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::erase[abi:cxx11](std::_Rb_tree_const_iterator<short>, std::_Rb_tree_const_iterator<short>) [26]
[47]     0.5    0.01    0.00 2956922         std::_Rb_tree_const_iterator<short>::_M_const_cast() const [47]
                0.00    0.00 2956922/8601821     std::_Rb_tree_iterator<short>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [64]
-----------------------------------------------
                0.01    0.00 1489573/1489573     std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::__construct_helper<short, short const&>::type>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_construct<short, short const&>(std::allocator<std::_Rb_tree_node<short> >&, short*, short const&) [43]
[48]     0.5    0.01    0.00 1489573         void __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::construct<short, short const&>(short*, short const&) [48]
                0.00    0.00 1489573/9842616     short const& std::forward<short const&>(std::remove_reference<short const&>::type&) [45]
                0.00    0.00 1489573/2979146     operator new(unsigned long long, void*) [206]
-----------------------------------------------
                0.00    0.00  194830/1678925     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&) [34]
                0.01    0.00 1484095/1678925     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>, std::_Rb_tree_const_iterator<short>) [28]
[49]     0.4    0.01    0.00 1678925         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::begin() [49]
                0.00    0.00 1678925/8601821     std::_Rb_tree_iterator<short>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [64]
-----------------------------------------------
                                                 <spontaneous>
[50]     0.4    0.01    0.00                 sqrt [50]
-----------------------------------------------
                0.01    0.00 17858553/17858553     std::_Rb_tree_node<short>::_M_valptr() const [36]
[51]     0.4    0.01    0.00 17858553         __gnu_cxx::__aligned_membuf<short>::_M_ptr() const [51]
                0.00    0.00 17858553/17858553     __gnu_cxx::__aligned_membuf<short>::_M_addr() const [200]
-----------------------------------------------
                0.00    0.00  445140/17051324     std::_Rb_tree_iterator<short> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_<short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [44]
                0.00    0.00  452927/17051324     std::pair<std::_Rb_tree_iterator<short>, bool> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_unique<short const&>(short const&) [21]
                0.00    0.00  841351/17051324     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_key(std::_Rb_tree_node_base const*) [71]
                0.01    0.00 15311906/17051324     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_key(std::_Rb_tree_node<short> const*) [30]
[52]     0.4    0.01    0.00 17051324         std::_Identity<short>::operator()(short const&) const [52]
-----------------------------------------------
                0.00    0.00 1484095/5561789     Board::DisAble(short, int) [10]
                0.00    0.00 1707350/5561789     Board::RemoveEye(short, int) [69]
                0.00    0.00 2370344/5561789     Board::PlayMove(Move const&) [9]
[53]     0.4    0.01    0.00 5561789         BitSet::reset(int) [53]
-----------------------------------------------
                0.00    0.00  452927/4997142     std::pair<std::_Rb_tree_const_iterator<short>, bool>::pair<std::_Rb_tree_iterator<short>&, bool&, void>(std::_Rb_tree_iterator<short>&, bool&) [75]
                0.00    0.00 1576025/4997142     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>, std::_Rb_tree_const_iterator<short>) [28]
                0.01    0.00 2968190/4997142     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::erase(short const&) [13]
[54]     0.4    0.01    0.00 4997142         std::_Rb_tree_const_iterator<short>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<short> const&) [54]
-----------------------------------------------
                0.00    0.00 1282232/4250422     std::set<short, std::less<short>, std::allocator<short> >::size() const [70]
                0.01    0.00 2968190/4250422     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::erase(short const&) [13]
[55]     0.4    0.01    0.00 4250422         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::size() const [55]
-----------------------------------------------
                0.00    0.00  452927/3421117     std::pair<std::_Rb_tree_iterator<short>, bool>::pair<std::_Rb_tree_iterator<short>, bool, void>(std::_Rb_tree_iterator<short>&&, bool&&) [74]
                0.01    0.00 2968190/3421117     std::pair<std::_Rb_tree_iterator<short>, std::_Rb_tree_iterator<short> >::pair<std::_Rb_tree_iterator<short>, std::_Rb_tree_iterator<short>, void>(std::_Rb_tree_iterator<short>&&, std::_Rb_tree_iterator<short>&&) [65]
[56]     0.4    0.01    0.00 3421117         std::_Rb_tree_iterator<short>&& std::forward<std::_Rb_tree_iterator<short> >(std::remove_reference<std::_Rb_tree_iterator<short> >::type&) [56]
-----------------------------------------------
                0.01    0.00 1489573/1489573     void std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_construct_node<short const&>(std::_Rb_tree_node<short>*, short const&) [33]
[57]     0.4    0.01    0.00 1489573         std::_Rb_tree_node<short>::_Rb_tree_node() [57]
                0.00    0.00 1489573/1489573     std::_Rb_tree_node_base::_Rb_tree_node_base() [219]
                0.00    0.00 1489573/1489573     __gnu_cxx::__aligned_membuf<short>::__aligned_membuf() [216]
-----------------------------------------------
                0.01    0.00 1011332/1011332     UCT::FindBestChild(UCT::Node*) [62]
[58]     0.4    0.01    0.00 1011332         UCT::UCB(UCT::Node*, int) [58]
-----------------------------------------------
                0.01    0.00  515424/515424      std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_copy<std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node<short> const*, std::_Rb_tree_node<short>*, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [32]
[59]     0.4    0.01    0.00  515424         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_right(std::_Rb_tree_node_base const*) [59]
-----------------------------------------------
                0.00    0.00    6136/458725      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_copy(std::_Rb_tree_node<short> const*, std::_Rb_tree_node<short>*) [31]
                0.01    0.00  452589/458725      std::pair<std::_Rb_tree_iterator<short>, bool> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_unique<short const&>(short const&) [21]
[60]     0.4    0.01    0.00  458725         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node::_Alloc_node(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >&) [60]
-----------------------------------------------
                0.00    0.00   38113/220103      Board::RemoveChain(short) [18]
                0.01    0.00  181990/220103      Board::PlayMove(Move const&) [9]
[61]     0.4    0.01    0.00  220103         BitSet::GetAirPos() [61]
-----------------------------------------------
                0.00    0.01    5966/5966        UCT::MCSimulation(Board&, UCT::Node*, int) [7]
[62]     0.4    0.00    0.01    5966         UCT::FindBestChild(UCT::Node*) [62]
                0.01    0.00 1011332/1011332     UCT::UCB(UCT::Node*, int) [58]
-----------------------------------------------
                                                 <spontaneous>
[63]     0.4    0.01    0.00                 __logl_internal [63]
-----------------------------------------------
                0.00    0.00     338/8601821     std::pair<std::_Rb_tree_iterator<short>, bool> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_unique<short const&>(short const&) [21]
                0.00    0.00   91930/8601821     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::end() [77]
                0.00    0.00  452589/8601821     std::_Rb_tree_iterator<short> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_<short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [44]
                0.00    0.00  452927/8601821     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&) [34]
                0.00    0.00 1484095/8601821     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_lower_bound(std::_Rb_tree_node<short>*, std::_Rb_tree_node<short>*, short const&) [66]
                0.00    0.00 1484095/8601821     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_upper_bound(std::_Rb_tree_node<short>*, std::_Rb_tree_node<short>*, short const&) [67]
                0.00    0.00 1678925/8601821     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::begin() [49]
                0.00    0.00 2956922/8601821     std::_Rb_tree_const_iterator<short>::_M_const_cast() const [47]
[64]     0.4    0.01    0.00 8601821         std::_Rb_tree_iterator<short>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [64]
-----------------------------------------------
                0.00    0.01 1484095/1484095     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::equal_range(short const&) [15]
[65]     0.3    0.00    0.01 1484095         std::pair<std::_Rb_tree_iterator<short>, std::_Rb_tree_iterator<short> >::pair<std::_Rb_tree_iterator<short>, std::_Rb_tree_iterator<short>, void>(std::_Rb_tree_iterator<short>&&, std::_Rb_tree_iterator<short>&&) [65]
                0.01    0.00 2968190/3421117     std::_Rb_tree_iterator<short>&& std::forward<std::_Rb_tree_iterator<short> >(std::remove_reference<std::_Rb_tree_iterator<short> >::type&) [56]
-----------------------------------------------
                0.00    0.01 1484095/1484095     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::equal_range(short const&) [15]
[66]     0.3    0.00    0.01 1484095         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_lower_bound(std::_Rb_tree_node<short>*, std::_Rb_tree_node<short>*, short const&) [66]
                0.00    0.00 1155209/15311906     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_key(std::_Rb_tree_node<short> const*) [30]
                0.00    0.00 1155209/16153257     std::less<short>::operator()(short const&, short const&) const [41]
                0.00    0.00 1484095/8601821     std::_Rb_tree_iterator<short>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [64]
                0.00    0.00 1155209/6515009     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_right(std::_Rb_tree_node_base*) [201]
-----------------------------------------------
                0.00    0.01 1484095/1484095     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::equal_range(short const&) [15]
[67]     0.3    0.00    0.01 1484095         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_upper_bound(std::_Rb_tree_node<short>*, std::_Rb_tree_node<short>*, short const&) [67]
                0.00    0.00 1147023/15311906     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_key(std::_Rb_tree_node<short> const*) [30]
                0.00    0.00 1147023/16153257     std::less<short>::operator()(short const&, short const&) const [41]
                0.00    0.00 1484095/8601821     std::_Rb_tree_iterator<short>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [64]
                0.00    0.00 1147023/6143575     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_left(std::_Rb_tree_node_base*) [202]
-----------------------------------------------
                0.00    0.01  632672/632672      Board::PlayMove(Move const&) [9]
[68]     0.2    0.00    0.01  632672         Board::Merge(short, short) [68]
                0.01    0.00 1265344/9628710     Board::GetFather(short) [37]
                0.00    0.00  521811/521811      BitSet::merge(BitSet const&) [238]
                0.00    0.00  521811/3644053     BitSet::count() [205]
                0.00    0.00   91075/91075       void unipolar::Swap<short>(short&, short&) [246]
-----------------------------------------------
                0.00    0.00  416614/1707350     Board::ToEmpty(short) [40]
                0.00    0.00 1290736/1707350     Board::FromEmpty(short, int) [11]
[69]     0.1    0.00    0.00 1707350         Board::RemoveEye(short, int) [69]
                0.00    0.00 1707350/5561789     BitSet::reset(int) [53]
-----------------------------------------------
                0.00    0.00 1282232/1282232     MC::Simulate(Board&, int) [8]
[70]     0.1    0.00    0.00 1282232         std::set<short, std::less<short>, std::allocator<short> >::size() const [70]
                0.00    0.00 1282232/4250422     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::size() const [55]
-----------------------------------------------
                0.00    0.00  396211/841351      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&) [34]
                0.00    0.00  445140/841351      std::_Rb_tree_iterator<short> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_<short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [44]
[71]     0.1    0.00    0.00  841351         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_key(std::_Rb_tree_node_base const*) [71]
                0.00    0.00  841351/841351      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_value(std::_Rb_tree_node_base const*) [72]
                0.00    0.00  841351/17051324     std::_Identity<short>::operator()(short const&) const [52]
-----------------------------------------------
                0.00    0.00  841351/841351      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_key(std::_Rb_tree_node_base const*) [71]
[72]     0.1    0.00    0.00  841351         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_value(std::_Rb_tree_node_base const*) [72]
                0.00    0.00  841351/17858553     std::_Rb_tree_node<short>::_M_valptr() const [36]
-----------------------------------------------
                0.00    0.00   28730/668312      UCT::GenChild(UCT::Node*, Board&, int) [79]
                0.00    0.00  639582/668312      MC::Simulate(Board&, int) [8]
[73]     0.1    0.00    0.00  668312         std::_Rb_tree_const_iterator<short>::operator*() const [73]
                0.00    0.00  668312/17858553     std::_Rb_tree_node<short>::_M_valptr() const [36]
-----------------------------------------------
                0.00    0.00  452927/452927      std::pair<std::_Rb_tree_iterator<short>, bool> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_unique<short const&>(short const&) [21]
[74]     0.0    0.00    0.00  452927         std::pair<std::_Rb_tree_iterator<short>, bool>::pair<std::_Rb_tree_iterator<short>, bool, void>(std::_Rb_tree_iterator<short>&&, bool&&) [74]
                0.00    0.00  452927/3421117     std::_Rb_tree_iterator<short>&& std::forward<std::_Rb_tree_iterator<short> >(std::remove_reference<std::_Rb_tree_iterator<short> >::type&) [56]
                0.00    0.00  452927/452927      bool&& std::forward<bool>(std::remove_reference<bool>::type&) [241]
-----------------------------------------------
                0.00    0.00  452927/452927      std::set<short, std::less<short>, std::allocator<short> >::insert(short const&) [19]
[75]     0.0    0.00    0.00  452927         std::pair<std::_Rb_tree_const_iterator<short>, bool>::pair<std::_Rb_tree_iterator<short>&, bool&, void>(std::_Rb_tree_iterator<short>&, bool&) [75]
                0.00    0.00  452927/4997142     std::_Rb_tree_const_iterator<short>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<short> const&) [54]
                0.00    0.00  452927/452927      std::_Rb_tree_iterator<short>& std::forward<std::_Rb_tree_iterator<short>&>(std::remove_reference<std::_Rb_tree_iterator<short>&>::type&) [239]
                0.00    0.00  452927/452927      bool& std::forward<bool&>(std::remove_reference<bool&>::type&) [240]
-----------------------------------------------
                0.00    0.00       1/2           Controller::GTPClearBoard(Board&) [78]
                0.00    0.00       1/2           main [3]
